Production Record No;Company;Customer;Start Date;End Date;Production No;Recipe No;Receipt;Reçete;Quantity;Quantity to be produced;Return concrete;Return concrete note;Order Code;Jobsite;Driver;Ek Madde;Ek Maddenin Miktarı;Ek Madde 2;Ek Maddenin Miktarı 2;Nakliyat Bölgesi;Vehicle;Agg1;Agg2;Agg3;Agg4;Agg5;Agg6;Cem1;Cem2;Cem3;Cem4;Add1;Add2;Add3;Add4;Add5;Wat1;Wat2;Extra Water1;Extra Water2;Statu;Agg1Girilen Hata;Agg1Hesaplanan Hata;Agg2Girilen Hata;Agg2Hesaplanan Hata;Agg3Girilen Hata;Agg3Hesaplanan Hata;Agg4Girilen Hata;Agg4Hesaplanan Hata;Cem1Girilen Hata;Cem1Hesaplanan Hata;Cem2Girilen Hata;Cem2Hesaplanan Hata;Cem3Girilen Hata;Cem3Hesaplanan Hata;Cem4Girilen Hata;Cem4Hesaplanan Hata;Add1Girilen Hata;Add1Hesaplanan Hata;Add2Girilen Hata;Add2Hesaplanan Hata;Add3Girilen Hata;Add3Hesaplanan Hata;Add4Girilen Hata;Add4Hesaplanan Hata;Wa1Girilen Hata;Wa1Hesaplanan Hata;Wa2Girilen Hata;Wa2Hesaplanan Hata;Ag1YuzdeFark;Ag2YuzdeFark;Ag3YuzdeFark;Ag4YuzdeFark;Cim1YuzdeFark;Cim2YuzdeFark;Cim3YuzdeFark;Cim4YuzdeFark;Kat1YuzdeFark;Kat2YuzdeFark;Kat3YuzdeFark;Kat4YuzdeFark;Su1YuzdeFark;Su2YuzdeFark
71074;BAUPARTNER;PRECAST CONCRETE;21/01/2026  11:59;21/01/2026  12:01;71347;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;402,00;532,00;684,00;280,00;0,00;0,00;0,00;453,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;106,00;0,00;0;0;2;2,00;0,50;2,00;-1,66;2,00;5,23;2,00;3,70;1,00;0,00;1,00;0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,50;-1,66;5,23;3,70;0,00;0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71073;BAUPARTNER;PRECAST CONCRETE;21/01/2026  11:46;21/01/2026  11:48;71346;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;391,00;542,00;656,00;263,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;104,00;0,00;0;0;2;2,00;-2,25;2,00;0,18;2,00;0,92;2,00;-2,59;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,25;0,18;0,92;-2,59;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71072;BAUPARTNER;PRECAST CONCRETE;21/01/2026  11:36;21/01/2026  11:38;71345;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;403,00;532,00;631,00;267,00;0,00;0,00;0,00;454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;106,00;0,00;0;0;2;2,00;0,75;2,00;-1,66;2,00;-2,92;2,00;-1,11;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,75;-1,66;-2,92;-1,11;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71071;BAUPARTNER;PRECAST CONCRETE;21/01/2026  11:27;21/01/2026  11:29;71344;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;405,00;550,00;680,00;298,00;0,00;0,00;0,00;446,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;106,00;0,00;0;0;2;2,00;1,25;2,00;1,85;2,00;4,62;2,00;10,37;1,00;0,00;1,00;-0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,25;1,85;4,62;10,37;0,00;-0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71070;BAUPARTNER;PRECAST CONCRETE;21/01/2026  11:18;21/01/2026  11:20;71343;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;387,00;535,00;634,00;245,00;0,00;0,00;0,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108,00;0,00;0;0;2;2,00;-3,25;2,00;-1,11;2,00;-2,46;2,00;-9,26;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,25;-1,11;-2,46;-9,26;0,00;-0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71069;BAUPARTNER;PRECAST CONCRETE;21/01/2026  11:08;21/01/2026  11:10;71342;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;413,00;536,00;617,00;253,00;0,00;0,00;0,00;454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;0;0;2;2,00;3,25;2,00;-0,74;2,00;-5,08;2,00;-6,30;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;3,25;-0,74;-5,08;-6,30;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71068;BAUPARTNER;PRECAST CONCRETE;21/01/2026  10:58;21/01/2026  11:00;71341;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;390,00;538,00;669,00;305,00;0,00;0,00;0,00;454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;111,00;0,00;0;0;2;2,00;-2,50;2,00;-0,92;2,00;2,92;2,00;12,96;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,50;-0,92;2,92;12,96;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71067;BAUPARTNER;PRECAST CONCRETE;21/01/2026  10:50;21/01/2026  10:52;71340;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;414,00;579,00;667,00;227,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109,00;0,00;0;0;2;2,00;3,50;2,00;6,83;2,00;2,62;2,00;-15,93;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,93;1,00;0,00;3,50;6,83;2,62;-15,93;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,93;0,00
71066;BAUPARTNER;PRECAST CONCRETE;21/01/2026  10:40;21/01/2026  10:42;71339;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;402,00;518,00;646,00;257,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;0,00;0;0;2;2,00;0,50;2,00;-4,25;2,00;-0,62;2,00;-4,81;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,50;-4,25;-0,62;-4,81;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71065;BAUPARTNER;PRECAST CONCRETE;21/01/2026  10:32;21/01/2026  10:34;71338;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;395,00;569,00;694,00;253,00;0,00;0,00;0,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,00;0,00;0;0;2;2,00;-1,25;2,00;4,98;2,00;6,77;2,00;-6,30;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-1,35;1,00;0,00;-1,25;4,98;6,77;-6,30;0,00;-0,67;0,00;0,00;0,00;0,00;0,00;0,00;-1,35;0,00
71064;BAUPARTNER;PRECAST CONCRETE;20/01/2026  13:52;20/01/2026  13:54;71337;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;0,60;0,60;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;210,00;275,00;337,00;219,00;0,00;0,00;0,00;274,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65,00;0,00;0;0;2;2,00;-12,50;2,00;-15,38;2,00;-13,59;2,00;35,19;1,00;0,00;1,00;1,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;1,56;1,00;0,00;-12,50;-15,38;-13,59;35,19;0,00;1,48;0,00;0,00;0,00;0,00;0,00;0,00;1,56;0,00
71063;BAUPARTNER;PRECAST CONCRETE;20/01/2026  13:40;20/01/2026  13:42;71336;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;431,00;556,00;643,00;268,00;0,00;0,00;0,00;451,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;104,00;0,00;0;0;2;2,00;7,75;2,00;2,77;2,00;-1,08;2,00;-0,74;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;7,75;2,77;-1,08;-0,74;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71062;BAUPARTNER;PRECAST CONCRETE;20/01/2026  13:26;20/01/2026  13:28;71335;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;390,00;529,00;660,00;248,00;0,00;0,00;0,00;451,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;-2,50;2,00;-2,22;2,00;1,54;2,00;-8,15;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,50;-2,22;1,54;-8,15;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71061;BAUPARTNER;PRECAST CONCRETE;20/01/2026  13:15;20/01/2026  13:18;71334;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;416,00;549,00;650,00;293,00;0,00;0,00;0,00;452,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;4,00;2,00;1,29;2,00;0,00;2,00;8,52;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;4,00;1,29;0,00;8,52;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71060;BAUPARTNER;PRECAST CONCRETE;20/01/2026  12:56;20/01/2026  12:58;71333;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;401,00;532,00;652,00;269,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;0,25;2,00;-1,85;2,00;0,31;2,00;-0,37;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,96;1,00;0,00;0,25;-1,85;0,31;-0,37;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,96;0,00
71059;BAUPARTNER;PRECAST CONCRETE;20/01/2026  12:45;20/01/2026  12:47;71332;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;374,00;556,00;631,00;250,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;104,00;0,00;0;0;2;2,00;-6,50;2,00;2,58;2,00;-2,92;2,00;-7,41;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,95;1,00;0,00;-6,50;2,58;-2,92;-7,41;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;-0,95;0,00
71058;BAUPARTNER;PRECAST CONCRETE;20/01/2026  12:35;20/01/2026  12:37;71331;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;427,00;533,00;673,00;290,00;0,00;0,00;0,00;452,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;6,75;2,00;-1,66;2,00;3,54;2,00;7,41;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;6,75;-1,66;3,54;7,41;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71057;BAUPARTNER;PRECAST CONCRETE;20/01/2026  12:25;20/01/2026  12:27;71330;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;398,00;565,00;611,00;265,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;-0,50;2,00;4,05;2,00;-6,00;2,00;-1,85;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,50;4,05;-6,00;-1,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71056;BAUPARTNER;PRECAST CONCRETE;20/01/2026  12:16;20/01/2026  12:18;71329;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;394,00;539,00;687,00;302,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;-1,50;2,00;-0,19;2,00;5,69;2,00;11,85;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,96;1,00;0,00;-1,50;-0,19;5,69;11,85;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,96;0,00
71055;BAUPARTNER;PRECAST CONCRETE;20/01/2026  12:07;20/01/2026  12:09;71328;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;420,00;528,00;653,00;219,00;0,00;0,00;0,00;451,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;107,00;0,00;0;0;2;2,00;5,00;2,00;-2,40;2,00;0,46;2,00;-18,89;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;5,00;-2,40;0,46;-18,89;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71054;BAUPARTNER;PRECAST CONCRETE;20/01/2026  11:58;20/01/2026  12:00;71327;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;409,00;541,00;635,00;301,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;2,25;2,00;-0,18;2,00;-2,31;2,00;11,48;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,94;1,00;0,00;2,25;-0,18;-2,31;11,48;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;-0,94;0,00
71053;BAUPARTNER;PRECAST CONCRETE;20/01/2026  11:47;20/01/2026  11:49;71326;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;392,00;530,00;627,00;239,00;0,00;0,00;0,00;451,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;-2,00;2,00;-2,21;2,00;-3,54;2,00;-11,48;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,00;-2,21;-3,54;-11,48;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71052;BAUPARTNER;PRECAST CONCRETE;20/01/2026  11:38;20/01/2026  11:40;71325;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;417,00;609,00;657,00;297,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;4,25;2,00;12,78;2,00;1,08;2,00;10,00;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;4,25;12,78;1,08;10,00;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71051;BAUPARTNER;PRECAST CONCRETE;20/01/2026  11:29;20/01/2026  11:31;71324;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;402,00;470,00;639,00;270,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;109,00;0,00;0;0;2;2,00;0,50;2,00;-12,80;2,00;-1,69;2,00;0,00;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,50;-12,80;-1,69;0,00;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71050;BAUPARTNER;PRECAST CONCRETE;20/01/2026  11:20;20/01/2026  11:22;71323;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;379,00;568,00;694,00;275,00;0,00;0,00;0,00;454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;0;0;2;2,00;-5,25;2,00;4,99;2,00;6,77;2,00;1,85;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,90;1,00;0,00;-5,25;4,99;6,77;1,85;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;-0,90;0,00
71049;BAUPARTNER;PRECAST CONCRETE;20/01/2026  11:11;20/01/2026  11:13;71322;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;421,00;512,00;626,00;238,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,00;0,00;0;0;2;2,00;5,25;2,00;-5,19;2,00;-3,69;2,00;-11,85;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;5,25;-5,19;-3,69;-11,85;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71048;BAUPARTNER;PRECAST CONCRETE;20/01/2026  11:01;20/01/2026  11:03;71321;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;408,00;577,00;647,00;294,00;0,00;0,00;0,00;451,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108,00;0,00;0;0;2;2,00;2,00;2,00;6,26;2,00;-0,46;2,00;8,89;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;2,00;6,26;-0,46;8,89;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71047;BAUPARTNER;PRECAST CONCRETE;20/01/2026  10:52;20/01/2026  10:54;71320;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;395,00;514,00;667,00;247,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,00;0,00;0;0;2;2,00;-1,25;2,00;-5,51;2,00;2,62;2,00;-8,52;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,25;-5,51;2,62;-8,52;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71046;BAUPARTNER;PRECAST CONCRETE;20/01/2026  10:43;20/01/2026  10:45;71319;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;412,00;565,00;627,00;251,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,00;0,00;0;0;2;2,00;3,00;2,00;3,86;2,00;-3,54;2,00;-7,04;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;3,00;3,86;-3,54;-7,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71045;BAUPARTNER;PRECAST CONCRETE;20/01/2026  10:35;20/01/2026  10:37;71318;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;396,00;507,00;659,00;328,00;0,00;0,00;0,00;452,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;91,00;0,00;0;0;2;2,00;-1,00;2,00;-6,97;2,00;1,38;2,00;21,48;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,00;-6,97;1,38;21,48;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71044;BAUPARTNER;PRECAST CONCRETE;20/01/2026  10:26;20/01/2026  10:28;71317;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;352,00;582,00;698,00;205,00;0,00;0,00;0,00;443,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;71,00;0,00;0;0;2;2,00;-12,00;2,00;6,99;2,00;7,38;2,00;-24,07;1,00;0,00;1,00;-1,56;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-12,00;6,99;7,38;-24,07;0,00;-1,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71043;BAUPARTNER;PRECAST CONCRETE;19/01/2026  13:53;19/01/2026  13:55;71316;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;0,50;0,50;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;171,00;250,00;258,00;174,00;0,00;0,00;0,00;228,00;0,00;0,00;1,12;0,00;0,00;0,00;0,00;52,00;0,00;0;0;2;2,00;-14,50;2,00;-8,09;2,00;-20,62;2,00;28,89;1,00;0,00;1,00;1,33;1,00;0,00;1,00;0,00;1,00;-99,51;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-1,89;1,00;0,00;-14,50;-8,09;-20,62;28,89;0,00;1,33;0,00;0,00;-99,51;0,00;0,00;0,00;-1,89;0,00
71042;BAUPARTNER;PRECAST CONCRETE;19/01/2026  13:36;19/01/2026  13:38;71315;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;395,00;567,00;682,00;285,00;0,00;0,00;0,00;450,00;0,00;0,00;2,37;0,00;0,00;0,00;0,00;104,00;0,00;0;0;2;2,00;-1,25;2,00;4,23;2,00;4,92;2,00;5,56;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,52;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,25;4,23;4,92;5,56;0,00;0,00;0,00;0,00;-99,52;0,00;0,00;0,00;0,00;0,00
71041;BAUPARTNER;PRECAST CONCRETE;19/01/2026  13:27;19/01/2026  13:29;71314;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;423,00;526,00;631,00;281,00;0,00;0,00;0,00;450,00;0,00;0,00;2,46;0,00;0,00;0,00;0,00;104,00;0,00;0;0;2;2,00;5,75;2,00;-3,49;2,00;-2,92;2,00;4,07;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-99,47;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;5,75;-3,49;-2,92;4,07;0,00;0,00;0,00;0,00;-99,47;0,00;0,00;0,00;0,00;0,00
71040;BAUPARTNER;PRECAST CONCRETE;19/01/2026  13:17;19/01/2026  13:19;71313;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;419,00;569,00;676,00;290,00;0,00;0,00;0,00;455,00;0,00;0,00;2,42;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;4,75;2,00;4,60;2,00;4,00;2,00;7,41;1,00;0,00;1,00;1,11;1,00;0,00;1,00;0,00;1,00;-99,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;4,75;4,60;4,00;7,41;0,00;1,11;0,00;0,00;-99,48;0,00;0,00;0,00;0,00;0,00
