Production Record No;Company;Customer;Start Date;End Date;Production No;Recipe No;Receipt;Reçete;Quantity;Quantity to be produced;Return concrete;Return concrete note;Order Code;Jobsite;Driver;Ek Madde;Ek Maddenin Miktarı;Ek Madde 2;Ek Maddenin Miktarı 2;Nakliyat Bölgesi;Vehicle;Agg1;Agg2;Agg3;Agg4;Agg5;Agg6;Cem1;Cem2;Cem3;Cem4;Add1;Add2;Add3;Add4;Add5;Wat1;Wat2;Extra Water1;Extra Water2;Statu;Agg1Girilen Hata;Agg1Hesaplanan Hata;Agg2Girilen Hata;Agg2Hesaplanan Hata;Agg3Girilen Hata;Agg3Hesaplanan Hata;Agg4Girilen Hata;Agg4Hesaplanan Hata;Cem1Girilen Hata;Cem1Hesaplanan Hata;Cem2Girilen Hata;Cem2Hesaplanan Hata;Cem3Girilen Hata;Cem3Hesaplanan Hata;Cem4Girilen Hata;Cem4Hesaplanan Hata;Add1Girilen Hata;Add1Hesaplanan Hata;Add2Girilen Hata;Add2Hesaplanan Hata;Add3Girilen Hata;Add3Hesaplanan Hata;Add4Girilen Hata;Add4Hesaplanan Hata;Wa1Girilen Hata;Wa1Hesaplanan Hata;Wa2Girilen Hata;Wa2Hesaplanan Hata;Ag1YuzdeFark;Ag2YuzdeFark;Ag3YuzdeFark;Ag4YuzdeFark;Cim1YuzdeFark;Cim2YuzdeFark;Cim3YuzdeFark;Cim4YuzdeFark;Kat1YuzdeFark;Kat2YuzdeFark;Kat3YuzdeFark;Kat4YuzdeFark;Su1YuzdeFark;Su2YuzdeFark
71109;BAUPARTNER;PRECAST CONCRETE;23/01/2026  10:25;23/01/2026  10:27;71382;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;401,00;565,00;649,00;249,00;0,00;0,00;0,00;451,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;106,00;0,00;0;0;2;2,00;0,25;2,00;4,05;2,00;-0,15;2,00;-7,78;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,25;4,05;-0,15;-7,78;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71108;BAUPARTNER;PRECAST CONCRETE;23/01/2026  10:17;23/01/2026  10:19;71381;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;404,00;534,00;651,00;253,00;0,00;0,00;0,00;457,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,00;0,00;0;0;2;2,00;1,00;2,00;-1,48;2,00;0,15;2,00;-6,30;1,00;0,00;1,00;1,56;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-1,48;0,15;-6,30;0,00;1,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71107;BAUPARTNER;PRECAST CONCRETE;23/01/2026  10:09;23/01/2026  10:11;71380;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;420,00;526,00;670,00;236,00;0,00;0,00;0,00;444,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,00;0,00;0;0;2;2,00;5,00;2,00;-2,95;2,00;3,08;2,00;-12,59;1,00;0,00;1,00;-1,33;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;1,37;1,00;0,00;5,00;-2,95;3,08;-12,59;0,00;-1,33;0,00;0,00;0,00;0,00;0,00;0,00;1,37;0,00
71106;BAUPARTNER;PRECAST CONCRETE;22/01/2026  13:46;22/01/2026  13:48;71379;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;0,50;0,50;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;167,00;289,00;289,00;216,00;0,00;0,00;0,00;227,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,00;0,00;0;0;2;2,00;-16,50;2,00;6,25;2,00;-11,08;2,00;60,00;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-1,72;1,00;0,00;-16,50;6,25;-11,08;60,00;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;-1,72;0,00
71105;BAUPARTNER;PRECAST CONCRETE;22/01/2026  13:33;22/01/2026  13:36;71378;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;405,00;526,00;645,00;243,00;0,00;0,00;0,00;454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;116,00;0,00;0;0;2;2,00;1,25;2,00;-3,49;2,00;-0,77;2,00;-10,00;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,25;-3,49;-0,77;-10,00;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71104;BAUPARTNER;PRECAST CONCRETE;22/01/2026  13:22;22/01/2026  13:25;71377;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;429,00;552,00;667,00;314,00;0,00;0,00;0,00;446,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;115,00;0,00;0;0;2;2,00;7,25;2,00;1,66;2,00;2,62;2,00;16,30;1,00;0,00;1,00;-0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;7,25;1,66;2,62;16,30;0,00;-0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71103;BAUPARTNER;PRECAST CONCRETE;22/01/2026  13:09;22/01/2026  13:11;71376;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;396,00;562,00;628,00;239,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-1,00;2,00;3,69;2,00;-3,38;2,00;-11,48;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,00;3,69;-3,38;-11,48;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71102;BAUPARTNER;PRECAST CONCRETE;22/01/2026  12:58;22/01/2026  13:00;71375;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;387,00;528,00;682,00;277,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-3,25;2,00;-2,94;2,00;4,92;2,00;2,59;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,85;1,00;0,00;-3,25;-2,94;4,92;2,59;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;-0,85;0,00
71101;BAUPARTNER;PRECAST CONCRETE;22/01/2026  12:47;22/01/2026  12:49;71374;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;402,00;546,00;633,00;263,00;0,00;0,00;0,00;458,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,00;0,00;0;0;2;2,00;0,50;2,00;0,55;2,00;-2,62;2,00;-2,59;1,00;0,00;1,00;1,78;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,50;0,55;-2,62;-2,59;0,00;1,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71100;BAUPARTNER;PRECAST CONCRETE;22/01/2026  12:37;22/01/2026  12:39;71373;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;390,00;544,00;634,00;291,00;0,00;0,00;0,00;446,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;116,00;0,00;0;0;2;2,00;-2,50;2,00;0,37;2,00;-2,46;2,00;7,78;1,00;0,00;1,00;-0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,87;1,00;0,00;-2,50;0,37;-2,46;7,78;0,00;-0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,87;0,00
71099;BAUPARTNER;PRECAST CONCRETE;22/01/2026  12:27;22/01/2026  12:29;71372;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;405,00;550,00;679,00;281,00;0,00;0,00;0,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,00;0,00;0;0;2;2,00;1,25;2,00;1,29;2,00;4,46;2,00;4,07;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,25;1,29;4,46;4,07;0,00;-0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71098;BAUPARTNER;PRECAST CONCRETE;22/01/2026  12:15;22/01/2026  12:17;71371;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;389,00;534,00;631,00;185,00;0,00;0,00;0,00;455,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;112,00;0,00;0;0;2;2,00;-2,75;2,00;-1,48;2,00;-2,92;2,00;-31,48;1,00;0,00;1,00;1,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,88;1,00;0,00;-2,75;-1,48;-2,92;-31,48;0,00;1,11;0,00;0,00;0,00;0,00;0,00;0,00;-0,88;0,00
71097;BAUPARTNER;PRECAST CONCRETE;22/01/2026  12:05;22/01/2026  12:07;71370;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;417,00;551,00;675,00;254,00;0,00;0,00;0,00;445,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,00;0,00;0;0;2;2,00;4,25;2,00;1,85;2,00;3,85;2,00;-5,93;1,00;0,00;1,00;-1,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;4,25;1,85;3,85;-5,93;0,00;-1,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71096;BAUPARTNER;PRECAST CONCRETE;22/01/2026  11:54;22/01/2026  11:56;71369;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;408,00;528,00;640,00;273,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;112,00;0,00;0;0;2;2,00;2,00;2,00;-2,58;2,00;-1,54;2,00;1,11;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;2,00;-2,58;-1,54;1,11;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71095;BAUPARTNER;PRECAST CONCRETE;22/01/2026  11:41;22/01/2026  11:43;71368;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;396,00;542,00;653,00;267,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;107,00;0,00;0;0;2;2,00;-1,00;2,00;-0,37;2,00;0,46;2,00;-1,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,00;-0,37;0,46;-1,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71094;BAUPARTNER;PRECAST CONCRETE;22/01/2026  11:31;22/01/2026  11:33;71367;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;389,00;531,00;648,00;273,00;0,00;0,00;0,00;456,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;103,00;0,00;0;0;2;2,00;-2,75;2,00;-2,03;2,00;-0,31;2,00;1,11;1,00;0,00;1,00;1,33;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,75;-2,03;-0,31;1,11;0,00;1,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71093;BAUPARTNER;PRECAST CONCRETE;22/01/2026  11:19;22/01/2026  11:22;71366;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;397,00;551,00;672,00;274,00;0,00;0,00;0,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;-0,75;2,00;1,47;2,00;3,38;2,00;1,48;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-0,75;1,47;3,38;1,48;0,00;-0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71092;BAUPARTNER;PRECAST CONCRETE;22/01/2026  11:09;22/01/2026  11:11;71365;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;403,00;540,00;625,00;271,00;0,00;0,00;0,00;448,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;105,00;0,00;0;0;2;2,00;0,75;2,00;-0,18;2,00;-3,85;2,00;0,37;1,00;0,00;1,00;-0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,75;-0,18;-3,85;0,37;0,00;-0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71091;BAUPARTNER;PRECAST CONCRETE;22/01/2026  11:01;22/01/2026  11:03;71364;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;394,00;553,00;666,00;274,00;0,00;0,00;0,00;451,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;107,00;0,00;0;0;2;2,00;-1,50;2,00;2,22;2,00;2,46;2,00;1,48;1,00;0,00;1,00;0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,50;2,22;2,46;1,48;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71090;BAUPARTNER;PRECAST CONCRETE;22/01/2026  10:50;22/01/2026  10:52;71363;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;416,00;540,00;614,00;266,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;107,00;0,00;0;0;2;2,00;4,00;2,00;-0,37;2,00;-5,54;2,00;-1,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;4,00;-0,37;-5,54;-1,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71089;BAUPARTNER;PRECAST CONCRETE;22/01/2026  10:41;22/01/2026  10:43;71362;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;384,00;555,00;677,00;274,00;0,00;0,00;0,00;452,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;107,00;0,00;0;0;2;2,00;-4,00;2,00;2,21;2,00;4,15;2,00;1,48;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-4,00;2,21;4,15;1,48;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71088;BAUPARTNER;PRECAST CONCRETE;22/01/2026  10:32;22/01/2026  10:34;71361;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;407,00;534,00;651,00;257,00;0,00;0,00;0,00;445,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,00;0,00;0;0;2;2,00;1,75;2,00;-1,66;2,00;0,15;2,00;-4,81;1,00;0,00;1,00;-1,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,97;1,00;0,00;1,75;-1,66;0,15;-4,81;0,00;-1,11;0,00;0,00;0,00;0,00;0,00;0,00;-0,97;0,00
71087;BAUPARTNER;PRECAST CONCRETE;22/01/2026  10:24;22/01/2026  10:26;71360;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;399,00;540,00;675,00;273,00;0,00;0,00;0,00;457,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;0,00;0;0;2;2,00;-0,25;2,00;-0,37;2,00;3,85;2,00;1,11;1,00;0,00;1,00;1,56;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;1,09;1,00;0,00;-0,25;-0,37;3,85;1,11;0,00;1,56;0,00;0,00;0,00;0,00;0,00;0,00;1,09;0,00
71086;BAUPARTNER;PRECAST CONCRETE;22/01/2026  10:14;22/01/2026  10:16;71359;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;424,00;530,00;614,00;253,00;0,00;0,00;0,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,00;0,00;0;0;2;2,00;6,00;2,00;-1,85;2,00;-5,54;2,00;-6,30;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;6,00;-1,85;-5,54;-6,30;0,00;-0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71085;BAUPARTNER;PRECAST CONCRETE;21/01/2026  13:58;21/01/2026  14:00;71358;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;386,00;551,00;645,00;295,00;0,00;0,00;0,00;455,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,00;0,00;0;0;2;2,00;-3,50;2,00;1,47;2,00;-0,77;2,00;9,26;1,00;0,00;1,00;1,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,50;1,47;-0,77;9,26;0,00;1,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71084;BAUPARTNER;PRECAST CONCRETE;21/01/2026  13:48;21/01/2026  13:50;71357;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;377,00;536,00;658,00;288,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;111,00;0,00;0;0;2;2,00;-5,75;2,00;-1,47;2,00;1,23;2,00;6,67;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-5,75;-1,47;1,23;6,67;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71083;BAUPARTNER;PRECAST CONCRETE;21/01/2026  13:36;21/01/2026  13:38;71356;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;429,00;537,00;638,00;318,00;0,00;0,00;0,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108,00;0,00;0;0;2;2,00;7,25;2,00;-1,29;2,00;-1,85;2,00;17,78;1,00;0,00;1,00;-0,67;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;7,25;-1,29;-1,85;17,78;0,00;-0,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71082;BAUPARTNER;PRECAST CONCRETE;21/01/2026  13:26;21/01/2026  13:28;71355;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;392,00;543,00;646,00;222,00;0,00;0,00;0,00;452,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108,00;0,00;0;0;2;2,00;-2,00;2,00;0,00;2,00;-0,62;2,00;-17,78;1,00;0,00;1,00;0,44;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-2,00;0,00;-0,62;-17,78;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71081;BAUPARTNER;PRECAST CONCRETE;21/01/2026  13:16;21/01/2026  13:18;71354;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;387,00;544,00;652,00;301,00;0,00;0,00;0,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;111,00;0,00;0;0;2;2,00;-3,25;2,00;0,37;2,00;0,31;2,00;11,48;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,25;0,37;0,31;11,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71080;BAUPARTNER;PRECAST CONCRETE;21/01/2026  13:06;21/01/2026  13:08;71353;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;402,00;534,00;646,00;258,00;0,00;0,00;0,00;443,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113,00;0,00;0;0;2;2,00;0,50;2,00;-1,66;2,00;-0,62;2,00;-4,44;1,00;0,00;1,00;-1,56;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,50;-1,66;-0,62;-4,44;0,00;-1,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71079;BAUPARTNER;PRECAST CONCRETE;21/01/2026  12:56;21/01/2026  12:58;71352;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;401,00;572,00;656,00;267,00;0,00;0,00;0,00;458,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;114,00;0,00;0;0;2;2,00;0,25;2,00;5,54;2,00;0,92;2,00;-1,11;1,00;0,00;1,00;1,78;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,25;5,54;0,92;-1,11;0,00;1,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71078;BAUPARTNER;PRECAST CONCRETE;21/01/2026  12:45;21/01/2026  12:47;71351;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;396,00;507,00;666,00;293,00;0,00;0,00;0,00;445,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;-1,00;2,00;-6,46;2,00;2,46;2,00;8,52;1,00;0,00;1,00;-1,11;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-1,00;-6,46;2,46;8,52;0,00;-1,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71077;BAUPARTNER;PRECAST CONCRETE;21/01/2026  12:33;21/01/2026  12:35;71350;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;425,00;572,00;626,00;250,00;0,00;0,00;0,00;446,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117,00;0,00;0;0;2;2,00;6,25;2,00;5,73;2,00;-3,69;2,00;-7,41;1,00;0,00;1,00;-0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;6,25;5,73;-3,69;-7,41;0,00;-0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71076;BAUPARTNER;PRECAST CONCRETE;21/01/2026  12:20;21/01/2026  12:22;71349;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;387,00;554,00;647,00;266,00;0,00;0,00;0,00;454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;113,00;0,00;0;0;2;2,00;-3,25;2,00;2,40;2,00;-0,46;2,00;-1,48;1,00;0,00;1,00;0,89;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;-3,25;2,40;-0,46;-1,48;0,00;0,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
71075;BAUPARTNER;PRECAST CONCRETE;21/01/2026  12:08;21/01/2026  12:10;71348;27;SIKA SUPLJA PLOCA;SIKA SUPLJA PLOCA;1,00;1,00;0,00;;;LUKAVAC;MUSTAFA;;;;;;IVECO 567;406,00;535,00;653,00;279,00;0,00;0,00;0,00;449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108,00;0,00;0;0;2;2,00;1,50;2,00;-1,11;2,00;0,46;2,00;3,33;1,00;0,00;1,00;-0,22;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;0,00;1,00;-0,92;1,00;0,00;1,50;-1,11;0,46;3,33;0,00;-0,22;0,00;0,00;0,00;0,00;0,00;0,00;-0,92;0,00
